,USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
11637,533520, 99999 ,BAILING-MIAO                  ,CH   ,   ,      ,41.7,110.43299999999999,1377.0,1956-08-20,2021-06-01
11638,533620, 99999 ,SHARA MORON SUME              ,CH   ,   ,      ,42.033,111.53299999999999,1372.0,1961-08-01,2002-04-04
11639,533630, 99999 ,APPROXIMATE LOCALE            ,CH   ,   ,      ,41.667,111.78299999999999,1524.0,1974-06-16,2002-02-03
11640,533760, 99999 ,BA-DAO-GOU (?)                ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-21,2002-06-05
11641,533910, 99999 ,HUADE                         ,CH   ,   ,      ,41.9,114.0,1484.0,1956-08-20,2021-06-01
11642,533980, 99999 ,                              ,     ,   ,      ,,,,1974-04-25,1974-08-03
11643,534200, 99999 ,HANG-CHIN-HOU-CHI NW          ,CH   ,   ,      ,40.967,107.167,1035.0,1956-08-20,1961-10-31
11644,534360, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,2003-07-23
11645,534460, 99999 ,BAOTOU                        ,CH   ,   ,ZBOW  ,40.567,109.98299999999999,940.0,1956-08-20,1984-08-13
11646,534463, 99999 ,BAOTOU                        ,CH   ,   ,ZBOW  ,40.559,109.99799999999999,1012.2,2006-07-27,2019-06-11
11647,534620, 99999 ,PI KO CHAI(AFLD)              ,CH   ,   ,      ,40.75,111.26700000000001,1036.0,1973-10-20,2003-09-23
11648,534630, 99999 ,BAITA                         ,CH   ,   ,ZBHH  ,40.851,111.824,1083.9,1956-08-20,2021-06-01
11649,534730, 99999 ,CHI PI PU LANG                ,CH   ,   ,      ,0.0,0.0,-999.0,1980-07-08,2002-05-09
11650,534770, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-25,2002-05-24
11651,534780, 99999 ,YOU-YU                        ,CH   ,   ,      ,40.167,112.333,1212.0,1957-06-01,2007-07-27
11652,534800, 99999 ,JINING                        ,CH   ,   ,      ,41.033,113.06700000000001,1416.0,1956-08-20,2021-06-01
11653,534870, 99999 ,DATONG                        ,CH   ,   ,      ,40.083,113.417,1054.0,1957-06-01,2021-06-01
11654,534880, 99999 ,CHU LE P'U                    ,CH   ,   ,      ,0.0,0.0,-999.0,1973-11-11,2002-06-21
11655,535020, 99999 ,JARTAI                        ,CH   ,   ,      ,39.783,105.75,1143.0,1956-08-20,2021-06-01
11656,535130, 99999 ,LINHE                         ,CH   ,   ,      ,40.766999999999996,107.4,1041.0,1956-08-20,2021-06-01
11657,535190, 99999 ,SHIZUISHAN/DAWUKOU            ,CH   ,   ,      ,39.05,106.4,975.0,1962-03-02,2002-05-13
11658,535230, 99999 ,A-LU-CH'IH-LAO-KA             ,CH   ,   ,      ,39.883,108.0,1372.0,1974-06-13,2002-09-10
11659,535290, 99999 ,OTOG QI                       ,CH   ,   ,      ,39.1,107.98299999999999,1381.0,1956-08-20,2021-06-01
11660,535330, 99999 ,HANG-GIN-QI                   ,CH   ,   ,      ,39.85,108.73299999999999,1450.0,1973-10-04,2013-05-27
11661,535390, 99999 ,PA LA MU TU SHIH LI           ,CH   ,   ,      ,39.15,108.9,1140.0,1973-10-04,1985-04-01
11662,535430, 99999 ,DONGSHENG                     ,CH   ,   ,      ,39.833,109.98299999999999,1459.0,1973-01-01,2021-06-01
11663,535460, 99999 ,XINJIE NW                     ,CH   ,   ,      ,39.283,109.75,1310.0,1956-08-20,1963-12-31
11664,535630, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-04-01,2001-11-28
11665,535640, 99999 ,HEQU                          ,CH   ,   ,      ,39.367,111.21700000000001,1037.0,1956-08-20,2021-06-01
11666,535730, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,2002-06-25
11667,535770, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,39.133,112.3,1219.0,1974-06-12,2007-06-02
11668,535780, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,39.3,112.417,900.0,1973-11-08,2003-04-14
11669,535870, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-03,2002-10-10
11670,535880, 99999 ,WUTAI SHAN                    ,CH   ,   ,      ,38.95,113.51700000000001,2210.0,1956-08-20,2021-06-01
11671,535930, 99999 ,YU XIAN                       ,CH   ,   ,      ,39.833,114.56700000000001,910.0,1956-08-20,2021-06-01
11672,536020, 99999 ,ALXA ZUOQI/BAYAN HO           ,CH   ,   ,      ,38.833,105.53299999999999,1500.0,1960-01-01,2009-09-04
11673,536140, 99999 ,YINCHUAN                      ,CH   ,   ,ZLIC  ,38.483000000000004,106.21700000000001,1112.0,1956-08-20,2021-06-01
11674,536150, 99999 ,YINCHUAN (CITY)               ,CH   ,   ,      ,38.467,106.31700000000001,1005.0,1962-03-02,2004-02-06
11675,536170, 99999 ,                              ,     ,   ,      ,,,,1974-04-23,1974-05-02
11676,536240, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-02,2001-10-24
11677,536360, 99999 ,UXIN-QI                       ,CH   ,   ,      ,38.6,108.85,1341.0,1984-05-03,1986-07-12
11678,536460, 99999 ,YULIN                         ,CH   ,   ,      ,38.266999999999996,109.78299999999999,1158.0,1956-08-20,2021-06-01
11679,536520, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,38.983000000000004,110.6,1219.0,1974-05-03,2002-06-04
11680,536620, 99999 ,MA-CHIA-HO EAST               ,CH   ,   ,      ,38.8,111.45,1671.0,1974-04-22,1974-08-16
11681,536630, 99999 ,WU-ZHAI                       ,CH   ,   ,      ,38.917,111.833,1463.0,1957-06-16,2007-07-27
11682,536640, 99999 ,XINXIAN                       ,CH   ,   ,      ,38.4,112.71700000000001,900.0,1957-06-01,2007-07-27
11683,536660, 99999 ,HSIA-TAO-HUNG SOUTH           ,CH   ,   ,      ,38.4,111.833,1370.0,1957-06-01,1962-04-21
11684,536730, 99999 ,YUANPING                      ,CH   ,   ,      ,38.75,112.7,838.0,1956-08-20,2021-06-01
11685,536810, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,38.717,113.0,792.0,1974-01-24,2002-04-17
11686,536980, 99999 ,SHIJIAZHUANG                  ,CH   ,   ,      ,38.067,114.35,104.8,1956-08-20,2021-06-01
11687,537050, 99999 ,ZHONGNING                     ,CH   ,   ,      ,37.483000000000004,105.68299999999999,1193.0,1956-08-20,2021-06-01
11688,537130, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-01,2002-05-20
11689,537140, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-02,2004-09-13
11690,537150, 99999 ,HUI-AN-BU                     ,CH   ,   ,      ,37.45,106.667,1463.0,1973-11-10,2001-07-12
11691,537230, 99999 ,YANCHI                        ,CH   ,   ,      ,37.8,107.383,1356.0,1956-08-20,2021-06-01
11692,537380, 99999 ,PIN-KOU-MEN                   ,CH   ,   ,      ,37.15,108.383,1438.0,1960-01-02,2002-05-13
11693,537400, 99999 ,ZI-CHANG                      ,CH   ,   ,      ,37.133,109.65,1189.0,1957-06-01,2005-10-04
11694,537430, 99999 ,MI-ZHI AIRFIELD (?)           ,CH   ,   ,      ,37.867,110.06700000000001,975.0,1974-04-23,1982-04-24
11695,537450, 99999 ,APPROXIMATE LOCALE            ,CH   ,   ,      ,37.467,109.583,0.0,1973-10-04,2002-09-23
11696,537530, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,37.833,110.833,914.0,1974-06-13,1984-09-04
11697,537540, 99999 ,SUIDE                         ,CH   ,   ,      ,37.467,110.25,900.0,1962-03-02,2002-08-02
11698,537570, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-30,1984-02-18
11699,537630, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-04,2003-09-24
11700,537640, 99999 ,LISHI                         ,CH   ,   ,      ,37.5,111.1,951.0,1957-06-01,2021-06-01
11701,537720, 99999 ,WUSU                          ,CH   ,   ,ZBYN  ,37.747,112.62799999999999,784.9,1956-08-20,2021-06-01
11702,537760, 99999 ,YU-CI (?)                     ,CH   ,   ,      ,37.7,112.71700000000001,823.0,1974-04-22,2001-11-11
11703,537820, 99999 ,YANGQUAN                      ,CH   ,   ,      ,37.817,113.56700000000001,908.0,1957-06-01,2002-09-30
11704,537870, 99999 ,YUSHE                         ,CH   ,   ,      ,37.067,112.98299999999999,1042.0,1957-06-01,2021-06-01
11705,537880, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-23,2002-04-22
11706,537970, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-02,2001-12-22
11707,537980, 99999 ,XINGTAI                       ,CH   ,   ,      ,37.183,114.367,184.0,1957-06-01,2021-06-01
11708,537981, 99999 ,HANDAN/HEIBEI                 ,CH   ,   ,ZBHD  ,36.533,114.43299999999999,69.8,2012-01-16,2014-07-15
11709,538050, 99999 ,HAI-YUAN                      ,CH   ,   ,      ,36.567,105.65,1850.0,1974-06-13,2002-02-24
11710,538100, 99999 ,QI-YING                       ,CH   ,   ,      ,36.55,106.15,1615.0,1961-01-03,2002-05-13
11711,538170, 99999 ,GUYUAN                        ,CH   ,   ,      ,36.016999999999996,106.28299999999999,1676.0,1960-01-01,2005-09-20
11712,538180, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-21,1985-04-11
11713,538210, 99999 ,HUNG-TE                       ,CH   ,   ,      ,36.766999999999996,107.2,1322.0,1961-01-03,2002-05-13
11714,538230, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1973-10-08,2002-06-14
11715,538450, 99999 ,YAN AN                        ,CH   ,   ,ZLYA  ,36.6,109.5,959.0,1956-08-20,2021-06-01
11716,538530, 99999 ,XI-XIAN                       ,CH   ,   ,      ,36.7,110.93299999999999,1006.0,1961-08-01,2007-07-27
11717,538630, 99999 ,JIEXIU                        ,CH   ,   ,      ,37.033,111.917,745.0,1956-08-20,2021-06-01
11718,538650, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1984-02-04,1986-01-24
11719,538660, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1973-11-15,2020-06-20
11720,538680, 99999 ,CANYU NORTHEAST               ,CH   ,   ,      ,36.15,111.45,462.0,1956-08-20,1961-10-31
11721,538870, 99999 ,CHANG-ZHI                     ,CH   ,   ,      ,36.2,113.117,975.0,1956-08-20,2004-11-17
11722,538920, 99999 ,YONGNIAN NORTHWEST            ,CH   ,   ,      ,36.8,114.45,60.0,1956-08-20,1957-07-31
11723,538980, 99999 ,ANYANG                        ,CH   ,   ,      ,36.05,114.133,195.7,1957-06-01,2021-06-01
11724,539030, 99999 ,XI-JI                         ,CH   ,   ,      ,35.967,105.71700000000001,1935.0,1962-03-02,2002-05-13
11725,539070, 99999 ,                              ,     ,   ,      ,,,,1974-04-23,1974-09-16
11726,539130, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1989-06-11,2002-09-29
11727,539150, 99999 ,PINGLIANG                     ,CH   ,   ,      ,35.55,106.667,1348.0,1956-08-20,2021-06-01
11728,539230, 99999 ,XIFENGZHEN                    ,CH   ,   ,      ,35.733000000000004,107.633,1423.0,1956-08-20,2021-06-01
11729,539270, 99999 ,                              ,     ,   ,      ,,,,1974-06-17,1974-07-29
11730,539290, 99999 ,CHANG-WU                      ,CH   ,   ,      ,35.217,107.8,1219.0,1980-10-01,2002-09-30
11731,539380, 99999 ,CHIU-PO-TOU NW                ,CH   ,   ,      ,35.283,108.3,1219.0,1974-06-01,1974-10-25
11732,539420, 99999 ,LUO-CHUAN                     ,CH   ,   ,      ,35.75,109.417,1000.0,1957-06-01,2002-05-13
11733,539450, 99999 ,HUANG-LONG                    ,CH   ,   ,      ,0.0,0.0,-999.0,1974-05-19,2002-06-13
11734,539470, 99999 ,TONGCHUAN                     ,CH   ,   ,      ,35.167,109.05,914.0,1956-08-20,2000-01-08
11735,539480, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,,,,1980-10-02,1985-03-11
11736,539590, 99999 ,YUNCHENG                      ,CH   ,   ,      ,35.117,111.06700000000001,376.5,1956-08-20,2021-06-01
11737,539750, 99999 ,YANGCHENG                     ,CH   ,   ,      ,35.483000000000004,112.4,659.0,1961-08-01,2021-06-01
11738,539850, 99999 ,SHEN-CHUANG                   ,CH   ,   ,      ,0.0,0.0,-999.0,1973-11-10,2002-06-03
11739,539860, 99999 ,GUGUZHAI NW                   ,CH   ,   ,      ,35.25,113.95,72.0,1956-08-20,1961-10-31
11740,539950, 99999 ,HUAXIANCHENG NE               ,CH   ,   ,      ,35.583,114.55,62.0,1973-11-11,1976-01-03
11741,540010, 99999 ,TAI-LE-MIN-SU-MU              ,CH   ,   ,      ,44.9,115.417,1143.0,1990-04-01,1995-09-19
11742,540120, 99999 ,XI UJIMQIN QI                 ,CH   ,   ,      ,44.583,117.6,997.0,1956-08-20,2021-06-01
11743,540160, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-02,2002-05-21
11744,540170, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,2003-03-11
11745,540260, 99999 ,JARUD QI                      ,CH   ,   ,      ,44.567,120.9,266.0,1956-08-20,2021-06-01
11746,540270, 99999 ,LINDONG                       ,CH   ,   ,      ,43.983000000000004,119.4,485.0,1956-08-20,2021-06-01
11747,540280, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1974-01-01,2002-04-13
11748,540410, 99999 ,KAITONG/TONGYU                ,CH   ,   ,      ,44.8,123.083,152.0,1957-06-01,2007-07-27
11749,540490, 99999 ,CHANGLING                     ,CH   ,   ,      ,44.25,123.96700000000001,190.0,1956-08-20,2021-06-01
11750,540630, 99999 ,WU-CHAI-CHAN                  ,CH   ,   ,      ,44.967,125.68299999999999,240.0,1957-06-01,2007-07-27
11751,540680, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1973-11-08,2002-03-13
11752,540740, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,1982-11-26
11753,540800, 99999 ,SHAHEZI SE                    ,CH   ,   ,      ,44.483000000000004,127.6,249.0,1957-12-01,1959-08-31
11754,540940, 99999 ,MUDANJIANG                    ,CH   ,   ,      ,44.5,129.667,306.5,1956-08-20,2021-06-01
11755,540960, 99999 ,SUIFENHE                      ,CH   ,   ,      ,44.383,131.15,498.0,1956-08-20,2021-06-01
11756,540970, 99999 ,MUDANJIANG NORTH              ,CH   ,   ,      ,44.133,129.217,282.0,1957-06-01,1959-08-31
11757,541020, 99999 ,XILIN HOT                     ,CH   ,   ,      ,43.95,116.117,1004.0,1956-08-20,2021-06-01
11758,541150, 99999 ,LINXI                         ,CH   ,   ,      ,43.633,118.03299999999999,825.4,1956-08-20,2021-06-01
11759,541250, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-07,2002-06-09
11760,541340, 99999 ,KAILU                         ,CH   ,   ,      ,43.617,121.31700000000001,274.0,1957-06-01,2002-09-30
11761,541350, 99999 ,TONGLIAO                      ,CH   ,   ,      ,43.6,122.26700000000001,180.0,1956-08-20,2021-06-01
11762,541420, 99999 ,WO-HU-TUN                     ,CH   ,   ,      ,43.7,123.6,183.0,1957-06-01,2007-07-27
11763,541450, 99999 ,CHENG-CHIZ-T'UN               ,CH   ,   ,      ,43.5,123.5,183.0,1980-04-02,2001-11-14
11764,541570, 99999 ,SIPING                        ,CH   ,   ,      ,43.183,124.333,167.0,1956-08-20,2021-06-01
11765,541580, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-03,2002-04-11
11766,541610, 99999 ,LONGJIA                       ,CH   ,   ,ZYCC  ,43.996,125.681,215.2,1956-08-20,2021-06-01
11767,541611, 99999 ,TAIPING                       ,CH   ,   ,ZYHB  ,45.623000000000005,126.25,139.3,2004-07-13,2021-06-01
11768,541720, 99999 ,JILIN                         ,CH   ,   ,      ,43.85,126.55,188.0,1957-06-01,2002-08-09
11769,541810, 99999 ,JIAOHE SOUTH                  ,CH   ,   ,      ,43.717,127.15,275.0,1956-08-20,1961-10-31
11770,541860, 99999 ,DUNHUA                        ,CH   ,   ,      ,43.367,128.2,525.0,1957-06-01,2021-06-01
11771,541920, 99999 ,LUO-ZI-GOU                    ,CH   ,   ,      ,43.717,130.317,500.0,1957-12-01,2001-12-25
11772,541950, 99999 ,WANG-CH'ING                   ,CH   ,   ,      ,43.317,129.75,244.0,1989-01-01,2007-07-27
11773,542070, 99999 ,NAN-JUAN-ZI                   ,CH   ,   ,      ,42.3,115.68299999999999,1524.0,1974-04-26,2003-01-30
11774,542080, 99999 ,DUOLUN                        ,CH   ,   ,      ,42.183,116.46700000000001,1247.0,1956-08-20,2021-06-01
11775,542130, 99999 ,WUDAN/ONGNIUD QI              ,CH   ,   ,      ,42.967,119.03299999999999,634.0,1957-06-01,2004-09-20
11776,542180, 99999 ,CHIFENG                       ,CH   ,   ,      ,42.3,118.833,567.0,1956-08-20,2021-06-01
11777,542260, 99999 ,BUGT                          ,CH   ,   ,      ,42.333,120.7,401.0,1957-06-01,2021-06-01
11778,542350, 99999 ,HA-ERH-T'AO                   ,CH   ,   ,      ,42.5,122.133,183.0,1973-10-06,2002-11-21
11779,542360, 99999 ,ZHANGWU                       ,CH   ,   ,      ,42.417,122.53299999999999,84.0,1956-08-20,2021-06-01
11780,542370, 99999 ,FUXIN                         ,CH   ,   ,      ,42.0,121.633,182.0,1957-06-01,2002-09-30
11781,542590, 99999 ,QINGYUAN                      ,CH   ,   ,      ,42.067,124.867,230.0,1957-06-01,2021-06-01
11782,542660, 99999 ,MEIHEKOU WEST                 ,CH   ,   ,      ,42.516999999999996,125.633,326.0,1956-08-20,1961-10-31
11783,542730, 99999 ,HUADIAN                       ,CH   ,   ,      ,42.983000000000004,126.75,264.0,1957-06-01,2021-06-01
11784,542740, 99999 ,HUI-NAN-ZHEN                  ,CH   ,   ,      ,0.0,0.0,-999.0,1980-04-18,2002-04-29
11785,542760, 99999 ,JING-YU                       ,CH   ,   ,      ,0.0,0.0,-999.0,1957-06-01,2002-08-26
11786,542840, 99999 ,FUSONG                        ,CH   ,   ,      ,42.333,127.28299999999999,610.0,1961-08-01,2007-07-27
11787,542850, 99999 ,LUSHUIHE                      ,CH   ,   ,      ,42.516999999999996,127.8,853.0,1958-01-01,2007-07-27
11788,542870, 99999 ,SONGJIANGHE                   ,CH   ,   ,      ,42.167,127.5,975.0,1961-08-01,2003-01-25
11789,542920, 99999 ,YANJI                         ,CH   ,   ,      ,42.883,129.5,178.0,1956-08-20,2021-06-01
11790,543080, 99999 ,FENGNING                      ,CH   ,   ,      ,41.2,116.633,661.0,1957-06-01,2021-06-01
11791,543110, 99999 ,WEICHANG                      ,CH   ,   ,      ,41.933,117.75,844.0,1956-08-20,2021-06-01
11792,543240, 99999 ,CHAOYANG                      ,CH   ,   ,      ,41.55,120.45,176.0,1957-03-02,2021-06-01
11793,543260, 99999 ,CHAOYANG AIRFIELD             ,CH   ,   ,      ,41.583,120.43299999999999,152.0,1957-06-01,2002-06-03
11794,543350, 99999 ,GOUBANGZI                     ,CH   ,   ,      ,41.383,121.8,25.0,1957-06-01,2002-09-30
11795,543360, 99999 ,TAI-AN/SOUTHEAST              ,CH   ,   ,      ,0.0,0.0,-999.0,1974-03-04,2002-04-14
11796,543370, 99999 ,JINZHOU                       ,CH   ,   ,      ,41.133,121.117,70.0,1956-08-20,2021-06-01
11797,543380, 99999 ,PAN-SHAN                      ,CH   ,   ,      ,0.0,0.0,-999.0,1974-09-10,2015-11-03
11798,543390, 99999 ,ANSHAN                        ,CH   ,   ,      ,41.133,122.98299999999999,17.0,1957-06-01,2004-01-18
11799,543420, 99999 ,SHENYANG                      ,CH   ,   ,ZYYY  ,41.733000000000004,123.51700000000001,43.0,1956-08-20,2021-06-01
11800,543424, 99999 ,TAOXIAN                       ,CH   ,   ,ZYTX  ,41.64,123.48299999999999,60.4,1992-07-01,2021-06-01
11801,543430, 99999 ,FU-SHUN                       ,CH   ,   ,      ,0.0,0.0,-999.0,1974-06-17,2003-03-18
11802,543460, 99999 ,BENXI                         ,CH   ,   ,      ,41.317,123.78299999999999,185.0,1957-06-01,2021-06-01
11803,543510, 99999 ,DA-HUO-FANG                   ,CH   ,   ,      ,41.883,124.083,273.0,1961-08-01,2004-06-24
11804,543630, 99999 ,TONGHUA                       ,CH   ,   ,      ,41.717,125.917,312.0,1957-06-01,2002-09-30
11805,543650, 99999 ,HUANREN                       ,CH   ,   ,      ,41.266999999999996,125.367,204.0,1957-06-01,2002-09-30
11806,543740, 99999 ,LINJIANG                      ,CH   ,   ,      ,41.8,126.917,381.0,1957-04-01,2021-06-01
11807,543770, 99999 ,JI'AN                         ,CH   ,   ,      ,41.15,126.21700000000001,225.0,1956-08-20,2021-06-01
11808,543780, 99999 ,CHING-ZHI (?)                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-07-02,2002-06-04
11809,543860, 99999 ,CHANGBAI                      ,CH   ,   ,      ,41.417,128.183,775.0,1957-06-01,2021-06-01
11810,544010, 99999 ,ZHANGJIAKOU                   ,CH   ,   ,      ,40.783,114.883,726.0,1956-08-20,2021-06-01
11811,544050, 99999 ,HUAILAI                       ,CH   ,   ,      ,40.417,115.5,538.0,1956-08-20,2021-06-01
11812,544060, 99999 ,YEN-CHING /YEN-KING           ,CH   ,   ,      ,40.467,115.93299999999999,,1961-01-10,1961-02-28
11813,544230, 99999 ,CHENGDE                       ,CH   ,   ,      ,40.967,117.917,423.0,1956-08-20,2021-06-01
11814,544290, 99999 ,ZUNHUA                        ,CH   ,   ,      ,40.2,117.96700000000001,152.0,1957-06-01,2002-09-30
11815,544360, 99999 ,QINGLONG                      ,CH   ,   ,      ,40.4,118.95,228.0,1957-06-02,2021-06-01
11816,544490, 99999 ,SHAN-HAI-GUAN                 ,CH   ,   ,      ,40.0,119.75,27.0,1956-08-20,1981-12-28
11817,544540, 99999 ,SUIZHONG                      ,CH   ,   ,      ,40.35,120.35,18.0,1973-01-01,2002-09-30
11818,544550, 99999 ,SHAHOUSUO                     ,CH   ,   ,      ,40.484,120.56700000000001,10.0,1957-06-01,1963-12-31
11819,544710, 99999 ,YINGKOU                       ,CH   ,   ,      ,40.667,122.2,4.0,1956-08-20,2021-06-01
11820,544740, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-02,2002-01-19
11821,544760, 99999 ,BAIYANGGOU NW                 ,CH   ,   ,      ,40.35,122.75,280.0,1957-06-01,1959-08-31
11822,544770, 99999 ,XIONG-YUE-CHENG               ,CH   ,   ,      ,40.167,122.133,1.0,1974-05-03,2002-07-17
11823,544830, 99999 ,CAOHEKOU                      ,CH   ,   ,      ,40.883,123.9,235.0,1956-08-20,1990-04-14
11824,544860, 99999 ,SITAIZI                       ,CH   ,   ,      ,40.467,123.96700000000001,126.0,1957-06-01,1959-08-31
11825,544930, 99999 ,KUANDIAN                      ,CH   ,   ,      ,40.717,124.78299999999999,261.0,1956-08-20,2021-06-01
11826,544970, 99999 ,DANDONG                       ,CH   ,   ,      ,40.05,124.333,14.0,1956-08-20,2021-06-01
11827,544980, 99999 ,APPROXIMATE LOCALE            ,CH   ,   ,      ,40.117,124.333,0.0,1973-11-15,2002-06-05
11828,545010, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-05,2002-12-01
11829,545110, 99999 ,BEIJING - CAPITAL INTERNATION ,CH   ,   ,ZBAA  ,40.08,116.585,35.4,1945-10-31,2021-06-01
11830,545120, 99999 ,BEI-JING/NAN-YUAN             ,CH   ,   ,      ,39.783,116.383,40.0,1980-07-01,2002-02-09
11831,545130, 99999 ,BEI-JING/TONG-XIAN            ,CH   ,   ,      ,39.817,116.7,21.0,1980-07-03,2001-07-25
11832,545170, 99999 ,TS AN KANG                    ,CH   ,   ,      ,0.0,0.0,-999.0,1980-07-07,2002-06-19
11833,545180, 99999 ,BAXIAN                        ,CH   ,   ,      ,39.05,116.4,8.0,1957-06-01,2004-01-24
11834,545230, 99999 ,YU-TIAN                       ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-24,2001-10-11
11835,545270, 99999 ,TIANJIN                       ,CH   ,   ,      ,39.1,117.167,5.0,1956-08-20,2021-06-01
11836,545273, 99999 ,BINHAI                        ,CH   ,   ,ZBTJ  ,39.124,117.346,3.0,1981-11-25,2021-06-01
11837,545280, 99999 ,TIAN-JIN/ZHANG-GUI            ,CH   ,   ,      ,39.133,117.35,3.0,1980-07-02,2002-09-11
11838,545290, 99999 ,CHAI-SHANG                    ,CH   ,   ,      ,0.0,0.0,-999.0,1973-11-30,2002-05-21
11839,545340, 99999 ,TANGSHAN                      ,CH   ,   ,      ,39.65,118.1,29.0,1956-08-20,2021-06-01
11840,545390, 99999 ,LETING                        ,CH   ,   ,      ,39.433,118.9,12.0,1957-06-01,2021-06-01
11841,545430, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-25,2002-03-13
11842,545630, 99999 ,FUXIAN/WAFANGDIAN             ,CH   ,   ,      ,39.633,121.98299999999999,17.0,1957-06-01,2002-09-30
11843,545640, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1974-04-21,2002-02-07
11844,545750, 99999 ,CHENGZITAN                    ,CH   ,   ,      ,39.5,122.5,17.0,1957-06-01,1959-08-31
11845,545770, 99999 ,LU-DA/ZHENG-SHA-HE            ,CH   ,   ,      ,39.266999999999996,122.083,31.0,1980-04-03,2019-12-11
11846,545840, 99999 ,SHISHAN NORTHEAST             ,CH   ,   ,      ,39.717,123.06700000000001,17.0,1956-08-20,1961-10-31
11847,545870, 99999 ,HAIYANG DAO                   ,CH   ,   ,      ,39.05,123.21700000000001,-999.9,1957-08-01,2005-05-16
11848,546020, 99999 ,BAODING                       ,CH   ,   ,      ,38.733000000000004,115.48299999999999,17.0,1956-08-20,2021-06-01
11849,546060, 99999 ,SUNING                        ,CH   ,   ,      ,38.433,115.833,15.0,1957-06-01,1959-08-31
11850,546140, 99999 ,HE-JIAN                       ,CH   ,   ,      ,0.0,0.0,-999.0,1980-04-03,2001-12-22
11851,546160, 99999 ,CANGZHOU                      ,CH   ,   ,      ,38.333,116.833,11.0,1956-08-20,2001-10-24
11852,546180, 99999 ,POTOU                         ,CH   ,   ,      ,38.083,116.55,13.0,1997-12-01,2021-06-01
11853,546230, 99999 ,TANGGU                        ,CH   ,   ,      ,39.016999999999996,117.6,4.0,1957-06-01,2002-09-30
11854,546240, 99999 ,HUANGHUA                      ,CH   ,   ,      ,38.383,117.35,4.0,1962-04-02,2002-09-30
11855,546250, 99999 ,QI-KOU                        ,CH   ,   ,      ,0.0,0.0,-999.0,1957-06-01,2002-05-10
11856,546260, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-02,1985-01-06
11857,546350, 99999 ,BOGUS CHINESE                 ,CH   ,   ,      ,0.0,0.0,-999.0,1980-10-01,2001-10-13
